CBO;Cargo;Carga Hor†ria;Piso Salarial;MÇdia Salarial;Sal†rio Mediana;Teto Salarial;Sal†rio Hora
716610;Pintor de Paredes;44;1752,00;1656,38;1676,00;2503,18;7,55
723320;Pintor de Vag‰es Tanques;44;1500,00;1841,98;1560,00;2783,66;8,44
723320;Pintor de Ve°culos (Fabricaá∆o);44;1500,00;1841,98;1560,00;2783,66;8,44
991315;Pintor de Ve°culos (Reparaá∆o);44;1500,00;1657,93;1496,00;2505,52;7,55
723325;Pintor Especializado em Pintura Acr°lica;44;1302,00;1623,20;1485,00;2453,03;7,38
723320;Pintor Especializado em Pintura Acr°lica (ve°culos);44;1500,00;1841,98;1560,00;2783,66;8,44
723315;Pintor Industrial;44;2105,00;1854,15;1722,00;2802,04;8,45
723325;Pintor por Imers∆o;44;1302,00;1623,20;1485,00;2453,03;7,38
723330;Pintor Por Pulverizaá∆o (exceto Ve°culos);44;1453,00;1625,36;1493,00;2456,30;7,40
524310;Pipoqueiro Ambulante;43;1096,00;1244,90;1106,50;1881,33;5,73
631105;Pirangueiro;44;1056,00;1375,85;1411,00;2079,23;6,29
511510;Pirangueiro de Turismo de Pesca;44;998,00;1368,00;1368,00;2067,36;6,22
376215;Pirofagista;43;2197,00;1556,20;1300,00;2351,78;7,29
812105;PirotÇcnico;43;1081,00;1167,00;1081,00;1763,61;5,42
631325;Piscicultor;44;998,00;1314,53;1338,00;1986,56;6,00
514330;Piscineiro;44;1194,00;1291,08;1239,00;1951,12;5,93
716525;Piseiro (m†rmore e Granito);44;998,00;1676,31;1537,00;2533,28;7,64
716515;Piseiro (pastilhas);44;1752,00;1719,84;1752,00;2599,07;7,84
752420;Pistoleiro (cerÉmica);44;1180,00;1647,42;1446,00;2489,63;7,50
513610;Pizzaiolo;43;1500,00;1382,70;1306,00;2089,58;6,41
721215;Plainador de Metais (plaina Limadora);44;1500,00;2022,12;1791,50;3055,89;9,24
764305;Planchador de Caláados;44;998,00;1331,30;1260,00;2011,91;6,06
214910;Planejador de Controle de Qualidade;43;6000,00;8305,58;7729,00;12551,64;38,66
262905;Planejador de Interiores;43;1500,00;2427,91;1872,00;3669,13;11,30
314205;Planejador de Processos (fabricaá∆o de Ferramentas);44;2200,00;3601,59;2922,50;5442,83;16,48
314210;Planejador de Processos (manutená∆o de Ferramentas);44;2200,00;2696,60;2240,00;4075,18;12,38
391125;Planejador de Produá∆o (tÇcnico);43;2000,00;3199,26;2600,00;4834,82;14,74
122520;Planejador de Turismo (turism¢logo);43;1633,00;2041,18;1774,00;3084,70;9,52
214125;Planejador Urbano;39;8301,00;6164,09;5822,00;9315,35;31,44
391120;Planejista;43;1700,00;3394,26;2530,00;5129,51;15,65
622020;Plantador - Exclusive Conta Pr¢pria e Empregador;44;998,00;1232,30;1147,00;1862,28;5,61
622615;Plantador da Matecultura;44;1110,00;1223,23;1218,00;1848,58;5,56
612225;Plantador de Agave;44;1300,00;1220,00;1300,00;1843,70;5,55
612205;Plantador de Algod∆o;42;998,00;3210,00;3210,00;4851,05;15,29
622205;Plantador de Algod∆o - Exclusive Conta Pr¢pria e Empregador;44;998,00;1493,28;1209,00;2256,68;6,79
622105;Plantador de Arroz - Conta Pr¢pria;44;1233,00;1417,10;1305,00;2141,57;6,45
622105;Plantador de Arroz - Empregador;44;1233,00;1417,10;1305,00;2141,57;6,45
622315;Plantador de Beterraba;44;998,00;1144,82;1108,00;1730,09;5,21
622110;Plantador de Cana-de-aá£car - Conta Pr¢pria;44;1016,00;1110,25;1029,00;1677,85;5,05
622110;Plantador de Cana-de-aá£car - Empregador;44;1016,00;1110,25;1029,00;1677,85;5,05
622020;Plantador de Cultura Permanente;44;998,00;1232,30;1147,00;1862,28;5,61
622020;Plantador de Cultura Tempor†ria;44;998,00;1232,30;1147,00;1862,28;5,61
612210;Plantador de Curau†;44;998,00;1108,00;1108,00;1674,44;5,04
632340;Plantador de Malva;44;1070,00;1079,31;1070,00;1631,09;4,91
622115;Plantador de Milho e Sorgo - Empregador;44;1170,00;1244,40;1170,00;1880,58;5,66
612225;Plantador de Sisal;44;1300,00;1220,00;1300,00;1843,70;5,55
622210;Plantador de Sisal Ou Agave - Exclusive Conta Pr¢pria e Empregador;44;998,00;1237,98;1100,00;1870,88;5,63
622120;Plantador de Trigo - Conta Pr¢pria;44;1049,00;1304,55;1200,00;1971,47;5,98
622120;Plantador de Trigo - Empregador;44;1049,00;1304,55;1200,00;1971,47;5,98
519905;Plaqueiro;44;998,00;1337,88;1248,00;2021,84;6,15
711325;Plataformista (Petr¢leo);38;998,00;1786,84;1521,00;2700,33;9,35
723215;Platinador;44;1180,00;1656,88;1469,00;2503,92;7,54
225127;Pneumologista;18;6442,00;6416,35;5936,00;9696,57;70,39
225127;Pneumotisiologista;18;6442,00;6416,35;5936,00;9696,57;70,39
632520;Poaieiro;44;1068,00;1120,22;1109,00;1692,91;5,09
717015;Poceiro;44;1752,00;1492,23;1614,00;2255,10;6,79
717015;Poceiro (Edificaá‰es);44;1752,00;1492,23;1614,00;2255,10;6,79
622020;Podador Agr°cola;44;998,00;1232,30;1147,00;1862,28;5,61
622605;Podador da Cultura de Cacau;44;998,00;1008,28;998,00;1523,74;4,58
992225;Podador de µrvores na Conservaá∆o de Vias Permanentes;44;998,00;1197,00;1131,00;1808,94;5,47
622615;Podador de Erva-mate;44;1110,00;1223,23;1218,00;1848,58;5,56
622625;Podador de Guaran†;44;1001,00;1000,28;1001,00;1511,65;4,55
322110;Pod¢logo;43;1605,00;1603,02;1535,00;2422,53;7,45
261525;Poeta;43;998,00;1851,14;1654,00;2797,50;8,52
352205;Pol°cia Florestal e de Mananciais;43;2208,00;2859,93;2208,00;4322,00;13,34
517210;Policial Rodovi†rio Federal;44;998,00;1593,50;1593,50;2408,15;7,24
519915;Polidor de Artefatos de Couro;44;998,00;1260,73;1179,50;1905,25;5,79
519915;Polidor de Caláados;44;998,00;1260,73;1179,50;1905,25;5,79
764305;Polidor de Caláados (na Fabricaá∆o);44;998,00;1331,30;1260,00;2011,91;6,06
752235;Polidor de Cristais;44;1300,00;1441,64;1300,00;2178,65;6,61
752235;Polidor de Cristais de ‡ptica;44;1300,00;1441,64;1300,00;2178,65;6,61
721325;Polidor de Ferramentas;44;1458,00;1627,40;1492,00;2459,37;7,42
721325;Polidor de Fieiras;44;1458,00;1627,40;1492,00;2459,37;7,42
712220;Polidor de Granito;44;1436,00;1521,05;1438,00;2298,65;6,98
752235;Polidor de Lentes;44;1300,00;1441,64;1300,00;2178,65;6,61
712220;Polidor de M†rmore;44;1436,00;1521,05;1438,00;2298,65;6,98
716525;Polidor de M†rmore e Granito (na Construá∆o);44;998,00;1676,31;1537,00;2533,28;7,64
712220;Polidor de Marmorite;44;1436,00;1521,05;1438,00;2298,65;6,98
721325;Polidor de Matrizes;44;1458,00;1627,40;1492,00;2459,37;7,42
721325;Polidor de Metais;44;1458,00;1627,40;1492,00;2459,37;7,42
721325;Polidor de Metais a M∆o;44;1458,00;1627,40;1492,00;2459,37;7,42
712220;Polidor de Pedras;44;1436,00;1521,05;1438,00;2298,65;6,98
721325;Polidor de Rodas Dentadas a M†quina;44;1458,00;1627,40;1492,00;2459,37;7,42
519935;Polidor de Ve°culos;44;998,00;1232,30;1167,00;1862,29;5,63
752230;Polidor de Vidros;44;1418,00;1551,91;1446,00;2345,30;7,08
752230;Polidor de Vidros e Cristais;44;1418,00;1551,91;1446,00;2345,30;7,08
263105;Pont°fice;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Pope;38;998,00;3033,58;1900,00;4584,43;15,91
782145;Portal¢ Nas Operaá‰es de M†quinas e Equipamentos de Elevaá∆o;44;1771,00;1582,92;1516,00;2392,16;7,21
517410;Porteiro;42;1348,00;1337,84;1323,00;2021,79;6,31
517405;Porteiro (Hotel);43;1348,00;1290,19;1296,00;1949,77;6,00
517410;Porteiro de Edif°cios;42;1348,00;1337,84;1323,00;2021,79;6,31
517415;Porteiro de Locais de Divers∆o;42;998,00;1223,63;1192,00;1849,18;5,79
517410;Porteiro Industrial;42;1348,00;1337,84;1323,00;2021,79;6,31
783220;Portu†rio;43;998,00;1487,52;1251,00;2247,99;6,85
374415;P¢s-produtor de Tv e V°deo;41;2000,00;3098,72;2246,50;4682,87;15,25
611005;Posseiro na Agropecu†ria - Conta Pr¢pria;44;998,00;1227,29;1071,00;1854,72;5,59
723215;Prateador;44;1180,00;1656,88;1469,00;2503,92;7,54
723235;Prateador (processo Eletrol°tico);44;1318,00;1672,22;1515,00;2527,11;7,61
752425;Prateador de Espelho;44;1840,00;1599,55;1635,50;2417,28;7,27
215145;Pratico de Portos da Marinha Mercante;37;6406,00;4525,00;4793,00;6838,32;24,46
354405;Pregoeiro;42;1181,00;2294,68;1530,00;3467,79;10,83
263105;Prelado;38;998,00;3033,58;1900,00;4584,43;15,91
752330;Prensador CerÉmico;44;1293,00;1598,82;1412,00;2416,18;7,28
762330;Prensador de Couros e Peles;44;1322,00;1346,90;1322,00;2035,48;6,12
841464;Prensador de Frutas (Exceto Oleaginosas);44;1491,00;1310,86;1393,00;1981,01;6,03
784125;Prensador de Sacos;44;1886,00;1532,77;1396,00;2316,37;6,98
841460;Prensador de Sementes e Frutas Oleaginosas;44;1278,00;1575,68;1395,00;2381,22;7,18
519215;Prenseiro;44;998,00;1349,80;1300,00;2039,85;6,15
519215;Prensista;44;998,00;1349,80;1300,00;2039,85;6,15
724515;Prensista (Operador de Prensa);44;1330,00;1788,31;1585,00;2702,54;8,16
773210;Prensista de Aglomerado de Madeira;44;1356,00;1553,93;1364,00;2348,35;7,08
773210;Prensista de Aglomerados;44;1356,00;1553,93;1364,00;2348,35;7,08
811750;Prensista de Borracha;44;1342,00;1579,40;1500,00;2386,84;7,21
773215;Prensista de Compensados;44;1368,00;1519,92;1441,00;2296,94;6,91
773215;Prensista de LÉmina de Madeira;44;1368,00;1519,92;1441,00;2296,94;6,91
751125;Prensista de Ourivesaria;44;1158,00;1416,87;1225,00;2141,22;6,46
811760;Prensista de Pl†stico;44;1599,00;1597,53;1596,00;2414,24;7,30
823230;Prensista de Rebolo de Diamante;44;1390,00;1534,11;1390,00;2318,39;7,01
828110;Prensista de Telhas e Tijolos;44;998,00;1219,26;1137,00;1842,58;5,57
823130;Preparador de Aditivos;44;1150,00;1671,40;1445,50;2525,86;7,65
823130;Preparador de Aditivos e Massas Refrat†rias;44;1150,00;1671,40;1445,50;2525,86;7,65
711105;Preparador de Aglomerados de MinÇrios e Rochas;43;1020,00;1332,76;1154,00;2014,10;6,19
773220;Preparador de Aglomerantes;44;1254,00;1390,40;1333,00;2101,21;6,36
711105;Preparador de Amostras de MinÇrios e Rochas;43;1020,00;1332,76;1154,00;2014,10;6,19
811335;Preparador de AnÇis de Parafina;44;1452,00;1466,19;1452,00;2215,75;6,66
821245;Preparador de µrea de Corrida;42;1610,00;1594,22;1536,00;2409,23;7,61
722325;Preparador de Areia - em Fundiá∆o;44;1300,00;1570,25;1462,00;2373,01;7,16
823115;Preparador de Argila;44;998,00;1643,17;1419,00;2483,21;7,49
224115;Preparador de Atleta;36;1000,00;2667,70;1732,00;4031,51;14,72
823120;Preparador de Barbotina;43;1331,00;1463,39;1331,00;2211,52;6,76
764115;Preparador de Calcados;44;998,00;1236,43;1200,00;1868,53;5,62
773220;Preparador de Cola Para Madeira;44;1254,00;1390,40;1333,00;2101,21;6,36
823110;Preparador de Composiá∆o de MatÇria-prima (vidro);44;1530,00;1703,97;1530,00;2575,10;7,75
762340;Preparador de Couros Curtidos;44;1080,00;1198,95;1080,00;1811,89;5,46
513420;Preparador de Drinques e Bebidas;43;998,00;1295,90;1239,00;1958,41;5,97
823125;Preparador de Esmaltes (CerÉmica);44;2865,00;2439,20;2649,00;3686,19;11,09
842105;Preparador de Essància de Fumo;43;1030,00;1436,07;1300,00;2170,24;6,62
724220;Preparador de Estruturas de Aáo;44;1500,00;1372,24;1350,00;2073,77;6,25
724220;Preparador de Estruturas Met†licas;44;1500,00;1372,24;1350,00;2073,77;6,25
711120;Preparador de Explosivos Bombeados - Detonador (blaster);43;2107,00;1745,69;1624,50;2638,15;8,12
721225;Preparador de Ferramentas Para M†quinas-ferramenta;44;1448,00;2284,35;1957,00;3452,18;10,46
766125;Preparador de Fotolitos;44;1320,00;1539,00;1320,00;2325,78;7,03
721225;Preparador de Fresadora Copiadora;44;1448,00;2284,35;1957,00;3452,18;10,46
721225;Preparador de Fresadora de Engrenagens;44;1448,00;2284,35;1957,00;3452,18;10,46
848605;Preparador de Fumo;44;1170,00;1205,66;1170,00;1822,04;5,48
721225;Preparador de Furadeira;44;1448,00;2284,35;1957,00;3452,18;10,46
773220;Preparador de Goma Para Colagem de Madeira;44;1254,00;1390,40;1333,00;2101,21;6,36
841408;Preparador de Guarniá‰es;44;1260,00;1305,79;1261,00;1973,35;5,99
841408;Preparador de Ingredientes (conservaá∆o de Alimentos);44;1260,00;1305,79;1261,00;1973,35;5,99
822125;Preparador de Ligas na Metalurgia;43;1753,00;2022,95;1753,00;3057,14;9,50
763105;Preparador de Lotes e Pacotes;44;998,00;1182,17;1130,00;1786,54;5,38
721225;Preparador de M†quina de Tarraxar;44;1448,00;2284,35;1957,00;3452,18;10,46
721225;Preparador de M†quina de Transferància;44;1448,00;2284,35;1957,00;3452,18;10,46
722105;Preparador de M†quinas de Forjar;44;1453,00;1521,29;1453,00;2299,02;6,93
721225;Preparador de Maquinas-Ferramenta;44;1448,00;2284,35;1957,00;3452,18;10,46
823105;Preparador de Massa (Fabricaá∆o de Abrasivos);44;1010,00;1504,72;1380,50;2273,98;6,84
823110;Preparador de Massa (Fabricaá∆o de Vidro);44;1530,00;1703,97;1530,00;2575,10;7,75
823105;Preparador de Massa Abrasiva;44;1010,00;1504,72;1380,50;2273,98;6,84
823120;Preparador de Massa CerÉmica;43;1331,00;1463,39;1331,00;2211,52;6,76
823115;Preparador de Massa de Argila;44;998,00;1643,17;1419,50;2483,21;7,49
823115;Preparador de Massa de Argila em CerÉmica;44;998,00;1643,17;1419,00;2483,21;7,49
823115;Preparador de Massa de Argila em Olaria;44;998,00;1643,17;1419,00;2483,21;7,49
831105;Preparador de Massa Para Fabricaá∆o de Papel;41;998,00;1992,77;1637,00;3011,53;9,64
823115;Preparador de Massa Refrat†ria (revestimento de Forno);44;998,00;1643,17;1419,00;2483,21;7,49
841810;Preparador de Massas Aliment°cias - na Fabricaá∆o;40;1261,00;1407,33;1269,00;2126,79;7,08
766325;Preparador de Matrizes de Corte e Vinco;44;1630,00;1843,02;1648,50;2785,22;8,39
842105;Preparador de Melado e Essància de Fumo;43;1030,00;1436,07;1300,00;2170,24;6,62
823105;Preparador de Mistura Abrasiva;44;1010,00;1504,72;1380,50;2273,98;6,84
752325;Preparador de Moldes (cerÉmica);44;1467,00;1703,00;1567,00;2573,62;7,75
722320;Preparador de Moldes de Fundiá∆o;44;1271,00;1714,57;1540,00;2591,11;7,81
764120;Preparador de Palmilhas;44;1152,00;1335,43;1280,00;2018,15;6,08
722235;Preparador de Panelas (Lingotamento);38;1247,00;1452,94;1247,00;2195,72;7,63
311715;Preparador de Pastas (na Fabricaá∆o de Tintas);44;1800,00;1805,74;1596,00;2728,88;8,24
723205;Preparador de Peáa Para Decapagem;44;1556,00;1602,31;1500,00;2421,45;7,31
723205;Preparador de Peáa Para Imers∆o;44;1556,00;1602,31;1500,00;2421,45;7,31
721225;Preparador de Prensa MecÉnica de Metais;44;1448,00;2284,35;1957,00;3452,18;10,46
763315;Preparador de Produá∆o de Peáas Para Bordar;44;998,00;1293,48;1201,00;1954,75;5,89
623015;Preparador de Raá∆o Natural Para Gado;44;998,00;1384,79;1248,00;2092,74;6,31
841468;Preparador de Raá‰es;44;1428,00;1366,13;1281,00;2064,54;6,22
721225;Preparador de Retificadora Sem Centro;44;1448,00;2284,35;1957,00;3452,18;10,46
764120;Preparador de Saltos Para Caláados;44;1152,00;1335,43;1280,00;2018,15;6,08
764120;Preparador de Solas e Palmilhas;44;1152,00;1335,43;1280,00;2018,15;6,08
821445;Preparador de Sucata e Aparas;44;1345,00;1320,71;1307,00;1995,89;6,01
752410;Preparador de Tela Serigr†fica de Vidro;44;1298,00;1488,70;1298,00;2249,77;6,82
752405;Preparador de Tela Serigr†fica Para CerÉmica;44;1348,00;1413,98;1335,00;2136,85;6,46
311715;Preparador de Tintas;44;1800,00;1805,74;1596,00;2728,88;8,24
311720;Preparador de Tintas (Fabrica de Tecidos);44;1380,00;1766,36;1600,00;2669,38;8,07
721225;Preparador de Torno Autom†tico;44;1448,00;2284,35;1957,00;3452,18;10,46
721225;Preparador de Torno Copiador;44;1448,00;2284,35;1957,00;3452,18;10,46
721225;Preparador de Torno Rev¢lver;44;1448,00;2284,35;1957,00;3452,18;10,46
711330;Preparador e Instalador de Lodo Para Sondagem;39;1090,00;2030,87;1776,00;3069,10;10,44
224120;Preparador F°sico;33;998,00;1939,96;1518,00;2931,73;11,59
224120;Preparador Fisiocorporal;33;998,00;1939,96;1518,00;2931,73;11,59
354405;Preposto de Leiloeiro;42;1181,00;2294,68;1530,00;3467,79;10,83
263105;Presb°tero;38;998,00;3033,58;1900,00;4584,43;15,91
376235;Prestidigitador;44;1396,00;1486,35;1396,00;2246,21;6,78
263105;Primaz;38;998,00;3033,58;1900,00;4584,43;15,91
860105;Primeiro Oficial de Manutená∆o EletromecÉnica (utilidades);43;4926,00;3996,62;3577,00;6039,82;18,39
860115;Primeiro Oficial de Manutená∆o na Geraá∆o;44;2500,00;3516,48;2799,00;5314,22;16,17
215210;Primeiro Oficial de Maquinas da Marinha Mercante;43;10864,00;7936,33;5452,00;11993,61;37,33
215140;Primeiro Oficial de N†utica;42;2894,00;6516,50;5215,00;9847,93;30,82
215115;Primeiro Oficial de N†utica (comandante);40;2781,00;6444,66;2781,00;9739,36;32,28
215125;Primeiro Oficial de N†utica (imediato);42;5026,00;8115,11;5346,00;12263,79;38,60
263105;Prior;38;998,00;3033,58;1900,00;4584,43;15,91
263105;Prioressa;38;998,00;3033,58;1900,00;4584,43;15,91
842110;Processador de Fumo;44;1170,00;1287,26;1170,00;1945,35;5,85
225280;Proctologista;18;2597,00;4609,17;4714,00;6965,51;51,45
241210;Procurador Aut†rquico;36;8680,00;11419,24;8680,00;17257,10;63,30
242410;Procurador da Assistencia Judiciaria;41;10086,00;6899,80;9038,00;10427,18;33,82
241215;Procurador da Fazenda Nacional;33;3358,00;3579,00;3358,00;5408,69;21,69
242205;Procurador da Republica;41;39200,00;34424,75;39200,00;52023,71;170,00
241235;Procurador de Fundaá∆o;42;18907,00;10694,60;8680,00;16162,00;50,45
242210;Procurador de Justiáa;40;7007,00;7007,00;7007,00;10589,19;35,04
241215;Procurador Distrital;33;3358,00;3579,00;3358,00;5408,69;21,69
241220;Procurador do Estado;40;998,00;5748,00;5748,00;8686,55;28,74
241225;Procurador do Munic°pio;34;3876,00;4570,56;4000,00;6907,17;27,04
241230;Procurador Federal;40;998,00;11629,50;11629,50;17574,85;58,15
241235;Procurador Fundacional;42;18907,00;10694,60;8680,00;16162,00;50,45
241225;Procurador Municipal;34;3876,00;4570,56;4000,00;6907,17;27,04
241215;Procurador na Justiáa;33;3358,00;3579,00;3358,00;5408,69;21,69
612005;Produtor Agr°cola Polivalente;44;1396,00;1329,03;1387,00;2008,47;6,05
611005;Produtor Agropecu†rio;44;998,00;1227,29;1071,00;1854,72;5,59
611005;Produtor Agropecu†rio em Geral;44;998,00;1227,29;1071,00;1854,72;5,59
262110;Produtor Cinematogr†fico;42;1100,00;2622,74;1984,50;3963,56;12,48
262105;Produtor Cultural;42;3500,00;3271,53;2733,50;4944,03;15,53
612715;Produtor da Cultura de Coco-da-ba°a;44;998,00;1063,50;998,00;1607,19;4,83
612730;Produtor da Cultura de Linho;44;1000,00;999,50;1000,00;1510,47;4,54
612740;Produtor da Cultura de Soja;44;1061,00;1507,59;1196,00;2278,31;6,85
612505;Produtor de Abacate;44;1230,00;1830,77;1537,00;2766,71;8,32
612510;Produtor de Abacaxi;44;1000,00;1412,19;1217,00;2134,14;6,44
612225;Produtor de Agave;44;1300,00;1220,00;1300,00;1843,70;5,55
612205;Produtor de Algod∆o;42;998,00;3210,00;3210,00;4851,05;15,29
612105;Produtor de Arroz;44;1279,00;1238,69;1279,00;1871,95;5,63
612505;Produtor de Arvores Frut°feras;44;1230,00;1830,77;1537,00;2766,71;8,32
612115;Produtor de Aveia;44;1800,00;1653,45;1800,00;2498,74;7,52
612505;Produtor de Banana;44;1230,00;1830,77;1537,00;2766,71;8,32
612610;Produtor de Cacau;44;998,00;1445,56;1526,00;2184,57;6,57
612605;Produtor de CafÇ;44;998,00;1046,14;998,00;1580,96;4,76
612505;Produtor de Caju;44;1230,00;1830,77;1537,00;2766,71;8,32
612110;Produtor de Cana-de-aá£car;44;1095,00;1198,23;1095,00;1810,81;5,46
612505;Produtor de Caqui;44;1230,00;1830,77;1537,00;2766,71;8,32
612115;Produtor de Centeio;44;1800,00;1653,45;1800,00;2498,74;7,52
612115;Produtor de Cereais de Inverno;44;1800,00;1653,45;1800,00;2498,74;7,52
612115;Produtor de Cevada;44;1800,00;1653,45;1800,00;2498,74;7,52
612715;Produtor de Coco;44;998,00;1063,50;998,00;1607,19;4,83
612210;Produtor de Curaua;44;998,00;1108,00;1108,00;1674,44;5,04
612615;Produtor de Erva-Mate;44;998,00;1264,80;1214,00;1911,40;5,75
612805;Produtor de Especiarias;44;998,00;1644,50;1644,50;2485,22;7,48
612510;Produtor de EspÇcies Frut°feras Rasteiras;44;1000,00;1412,19;1217,00;2134,14;6,44
612515;Produtor de EspÇcies Frut°feras Trepadeiras;44;1220,00;1290,18;1220,00;1949,76;5,89
612405;Produtor de Flores de Corte;44;998,00;1133,15;998,00;1712,45;5,15
612410;Produtor de Flores em Vaso;44;1230,00;1394,57;1405,00;2107,52;6,34
612415;Produtor de Forraá‰es;44;998,00;1855,75;1882,00;2804,47;8,44
612515;Produtor de Framboesa;44;1220,00;1290,18;1220,00;1949,76;5,89
612120;Produtor de Gram°neas Forrageiras;44;1175,00;1226,78;1175,00;1853,95;5,59
262110;Produtor de Imagem (cinema);42;1100,00;2622,74;1984,50;3963,56;12,48
262125;Produtor de Imagem (televis∆o);37;1427,00;3133,33;2461,00;4735,19;16,88
612505;Produtor de Laranja;44;1230,00;1830,77;1537,00;2766,71;8,32
613115;Produtor de Leite - na Criaá∆o de Gado Bovino - Empregador;44;998,00;1255,55;1100,00;1897,42;5,71
612730;Produtor de Linhaáa;44;1000,00;999,50;1000,00;1510,47;4,54
612730;Produtor de Linho;44;1000,00;999,50;1000,00;1510,47;4,54
612505;Produtor de Maá∆;44;1230,00;1830,77;1537,00;2766,71;8,32
612505;Produtor de Mam∆o;44;1230,00;1830,77;1537,00;2766,71;8,32
612505;Produtor de Manga;44;1230,00;1830,77;1537,00;2766,71;8,32
612515;Produtor de Maracuj†;44;1220,00;1290,18;1220,00;1949,76;5,89
612510;Produtor de Melancia;44;1000,00;1412,19;1217,00;2134,14;6,44
612510;Produtor de Mel∆o;44;1000,00;1412,19;1217,00;2134,14;6,44
612125;Produtor de Milho;44;998,00;1235,55;1035,00;1867,20;5,63
612125;Produtor de Milho e Sorgo;44;998,00;1235,55;1035,00;1867,20;5,63
612510;Produtor de Morango;44;1000,00;1412,19;1217,00;2134,14;6,44
632015;Produtor de Mudas (florestas);44;1055,00;1176,57;1062,00;1778,07;5,36
612505;Produtor de Pàra;44;1230,00;1830,77;1537,00;2766,71;8,32
612505;Produtor de Pàssego;44;1230,00;1830,77;1537,00;2766,71;8,32
613305;Produtor de Pinto de Corte;44;998,00;1284,22;1247,00;1940,75;5,85
612420;Produtor de Plantas Ornamentais;44;1196,00;1280,85;1196,00;1935,66;5,86
262125;Produtor de Programa;37;1427,00;3133,33;2461,00;4735,19;16,88
262115;Produtor de Radio;37;998,00;2036,69;1645,00;3077,90;11,16
612120;Produtor de Sementes Forrageiras;44;1175,00;1226,78;1175,00;1853,95;5,59
612225;Produtor de Sisal;44;1300,00;1220,00;1300,00;1843,70;5,55
612740;Produtor de Soja;44;1061,00;1507,59;1196,00;2278,31;6,85
262110;Produtor de Som (cinema);42;1100,00;2622,74;1984,50;3963,56;12,48
262115;Produtor de Som (r†dio);37;998,00;2036,69;1645,00;3077,90;11,16
262120;Produtor de Som (teatro);41;3270,00;5473,27;2185,00;8271,38;26,45
262125;Produtor de Som (televis∆o);37;1427,00;3133,33;2461,00;4735,19;16,88
612125;Produtor de Sorgo;44;998,00;1235,55;1035,00;1867,20;5,63
262120;Produtor de Teatro;41;3270,00;5473,27;2185,00;8271,38;26,45
262125;Produtor de Televis∆o;37;1427,00;3133,33;2461,00;4735,19;16,88
261130;Produtor de Texto;39;2000,00;2496,22;2030,50;3772,37;12,82
612115;Produtor de Trigo;44;1800,00;1653,45;1800,00;2498,74;7,52
612115;Produtor de Triticale;44;1800,00;1653,45;1800,00;2498,74;7,52
612515;Produtor de Uva;44;1220,00;1290,18;1220,00;1949,76;5,89
373205;Produtor Gr†fico Para Televis∆o e Produtoras de V°deo;40;1425,00;2306,17;1705,00;3485,15;11,56
612320;Produtor na Olericultura de Frutos e Sementes;44;1115,00;1236,28;1128,50;1868,31;5,64
612305;Produtor na Olericultura de Legumes;44;998,00;1283,20;1249,00;1939,21;5,84
612310;Produtor na Olericultura de Ra°zes;44;1061,00;1109,35;1061,00;1676,48;5,07
612310;Produtor na Olericultura de Ra°zes Bulbos e TubÇrculos;44;1061,00;1109,35;1061,00;1676,48;5,07
612315;Produtor na Olericultura de Talos;44;1291,00;1321,43;1267,00;1996,99;6,03
612315;Produtor na Olericultura de Talos Folhas e Flores;44;1291,00;1321,43;1267,00;1996,99;6,03
613110;Produtor Rural de Gado de Corte;44;998,00;1426,11;1256,00;2155,19;6,50
613005;Produtor Rural em Pecu†ria;44;998,00;1261,52;1113,00;1906,44;5,80
611005;Produtor Rural na Agropecu†ria;44;998,00;1227,29;1071,00;1854,72;5,59
612005;Produtor Rural Polivalente na Agricultura - Conta Pr¢pria;44;1396,00;1329,03;1387,00;2008,47;6,05
612005;Produtor Rural Polivalente na Agricultura - Empregador;44;1396,00;1329,03;1387,00;2008,47;6,05
631415;Proeiro;44;998,00;2292,12;2345,00;3463,92;10,42
332105;Professor Assistente de Regància de Classe;37;998,00;1526,19;1277,00;2306,42;8,33
231205;Professor da Educaá∆o de Jovens e Adultos do Ensino Fundamental (Primeira a Quarta Serie);31;998,00;2024,04;1545,00;3058,79;13,13
233105;Professor da µrea de Meio Ambiente;40;998,00;2863,95;1968,50;4328,09;14,33
231210;Professor Das SÇries Iniciais;29;2990,00;2380,67;1960,50;3597,73;16,20
234810;Professor de Administraá∆o;21;998,00;4556,61;2765,00;6886,08;43,75
234810;Professor de Administraá∆o Financeira;21;998,00;4556,61;2765,00;6886,08;43,75
234810;Professor de Administraá∆o P£blica;21;998,00;4556,61;2765,00;6886,08;43,75
234604;Professor de Alem∆o;27;1181,00;3467,88;2509,00;5240,76;25,56
234110;Professor de µlgebra Linear (no Ensino Superior);20;15284,00;4594,51;2882,00;6943,37;46,21
239220;Professor de Aluno Surdo-cego;28;1581,00;1912,08;1582,00;2889,60;13,72
239205;Professor de Alunos com Deficiància Auditiva e Surdos;31;2242,00;2281,39;1974,00;3447,70;14,65
239210;Professor de Alunos com Deficiància F°sica;30;1581,00;1711,42;1581,00;2586,35;11,45
239215;Professor de Alunos com Deficiància Mental;29;1581,00;1883,25;1595,00;2846,03;12,96
239220;Professor de Alunos com Deficiància M£ltipla;28;1581,00;1912,08;1582,00;2889,60;13,72
239225;Professor de Alunos com Deficiància Visual;31;1650,00;1835,98;1650,00;2774,59;11,89
